scenario,n_cores,cpus,loads,calibration_baseline_tok_s,calibration_best_policy,calibration_best_tok_s,calibration_best_speedup,selected_policy,validation_baseline_tok_s,validation_scheduler_tok_s,validation_speedup
6c_ramp_light,6,"60,61,62,63,64,65","0,10,20,30,40,50",2.52682,trunc_even_0.9,36.3187,14.373283415518321,trunc_even_0.85,28.3346,32.3577,1.1419854171225288
8c_high,8,"60,61,62,63,64,65,66,67","30,40,50,60,70,80,90,100",32.5341,trunc_even_0.9,41.8135,1.2852207376260598,trunc_even_0.85,28.935,33.0046,1.1406462761361675
