policy,timeout_budget_ms,active_layer_timeout_ms,runs,decode_tok_s_mean,decode_tok_s_stdev,generation_decode_ms_mean,speedup_vs_baseline,generated_text_values,top1_values
baseline_no_svd,,,3,11.950153666666665,18.42700954387093,2158.3250000000003,1.0,", | , | ,",11 | 11 | 11
svd_local_split_major2_minor6_rate025,0,0,3,27.3206,1.2995321812098382,36.659166666666664,2.2862132790984195,", | , | ,",11 | 11 | 11
svd_local_split_major2_minor6_rate025,20,2,3,7.791794333333335,12.501118199836139,1719.0402000000001,0.6520246141325772,", | , | ,",11 | 11 | 11
svd_local_split_major2_minor6_rate025,40,3,3,17.853956333333333,15.131396420407482,779.1867666666667,1.4940357112841591,", | , | ,",11 | 11 | 11
svd_local_split_major2_minor6_rate025,60,5,3,8.925783333333333,11.834384853106362,2160.3918,0.7469178708747987,", | , | ,",11 | 11 | 11
svd_local_split_major2_minor6_rate025,80,6,3,1.5635486666666667,2.4265437508475576,4176.8533333333335,0.13083921012898553,", | , | ,",11 | 11 | 11
