op,in_shapes,out_shape,H,D,NH,NKV,T,Tk,I,V,M,K,N,backend,device,avg_ms
FLASH_ATTN_EXT,"Q{128,16,256,1}; KV{128,2048,1,1}","{128,16,256,1}",2048,128,16,1,256,2048,,,,,,cpu-ggml,host,13.552
FLASH_ATTN_EXT,"Q{128,16,256,1}; KV{128,2048,8,1}","{128,16,256,1}",2048,128,16,8,256,2048,,,,,,cpu-ggml,host,14.138
FLASH_ATTN_EXT,"Q{128,16,256,1}; KV{128,8192,16,1}","{128,16,256,1}",2048,128,16,16,256,8192,,,,,,cpu-ggml,host,61.586
FLASH_ATTN_EXT,"Q{128,16,256,1}; KV{128,8192,1,1}","{128,16,256,1}",2048,128,16,1,256,8192,,,,,,cpu-ggml,host,37.906
FLASH_ATTN_EXT,"Q{128,16,256,1}; KV{128,8192,8,1}","{128,16,256,1}",2048,128,16,8,256,8192,,,,,,cpu-ggml,host,51.030
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,256,16,1}","{128,16,1024,1}",2048,128,16,16,1024,256,,,,,,cpu-ggml,host,7.687
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,256,1,1}","{128,16,1024,1}",2048,128,16,1,1024,256,,,,,,cpu-ggml,host,8.265
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,256,8,1}","{128,16,1024,1}",2048,128,16,8,1024,256,,,,,,cpu-ggml,host,8.584
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,2048,16,1}","{128,16,1024,1}",2048,128,16,16,1024,2048,,,,,,cpu-ggml,host,50.545
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,2048,1,1}","{128,16,1024,1}",2048,128,16,1,1024,2048,,,,,,cpu-ggml,host,62.526
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,2048,8,1}","{128,16,1024,1}",2048,128,16,8,1024,2048,,,,,,cpu-ggml,host,67.472
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,8192,16,1}","{128,16,1024,1}",2048,128,16,16,1024,8192,,,,,,cpu-ggml,host,253.341
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,8192,1,1}","{128,16,1024,1}",2048,128,16,1,1024,8192,,,,,,cpu-ggml,host,238.060
FLASH_ATTN_EXT,"Q{128,16,1024,1}; KV{128,8192,8,1}","{128,16,1024,1}",2048,128,16,8,1024,8192,,,,,,cpu-ggml,host,241.414
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,256,32,1}","{64,32,4,1}",2048,64,32,32,4,256,,,,,,cpu-ggml,host,0.023
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,256,1,1}","{64,32,4,1}",2048,64,32,1,4,256,,,,,,cpu-ggml,host,0.021
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,256,16,1}","{64,32,4,1}",2048,64,32,16,4,256,,,,,,cpu-ggml,host,0.030
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,2048,32,1}","{64,32,4,1}",2048,64,32,32,4,2048,,,,,,cpu-ggml,host,0.199
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,2048,1,1}","{64,32,4,1}",2048,64,32,1,4,2048,,,,,,cpu-ggml,host,0.209
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,2048,16,1}","{64,32,4,1}",2048,64,32,16,4,2048,,,,,,cpu-ggml,host,0.192
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,8192,32,1}","{64,32,4,1}",2048,64,32,32,4,8192,,,,,,cpu-ggml,host,0.789
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,8192,1,1}","{64,32,4,1}",2048,64,32,1,4,8192,,,,,,cpu-ggml,host,0.868
FLASH_ATTN_EXT,"Q{64,32,4,1}; KV{64,8192,16,1}","{64,32,4,1}",2048,64,32,16,4,8192,,,,,,cpu-ggml,host,0.710
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,256,32,1}","{64,32,64,1}",2048,64,32,32,64,256,,,,,,cpu-ggml,host,0.424
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,256,1,1}","{64,32,64,1}",2048,64,32,1,64,256,,,,,,cpu-ggml,host,0.435
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,256,16,1}","{64,32,64,1}",2048,64,32,16,64,256,,,,,,cpu-ggml,host,0.415
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,2048,32,1}","{64,32,64,1}",2048,64,32,32,64,2048,,,,,,cpu-ggml,host,2.981
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,2048,1,1}","{64,32,64,1}",2048,64,32,1,64,2048,,,,,,cpu-ggml,host,3.751
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,2048,16,1}","{64,32,64,1}",2048,64,32,16,64,2048,,,,,,cpu-ggml,host,4.298
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,8192,32,1}","{64,32,64,1}",2048,64,32,32,64,8192,,,,,,cpu-ggml,host,12.211
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,8192,1,1}","{64,32,64,1}",2048,64,32,1,64,8192,,,,,,cpu-ggml,host,15.907
FLASH_ATTN_EXT,"Q{64,32,64,1}; KV{64,8192,16,1}","{64,32,64,1}",2048,64,32,16,64,8192,,,,,,cpu-ggml,host,15.212
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,256,32,1}","{64,32,256,1}",2048,64,32,32,256,256,,,,,,cpu-ggml,host,1.010
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,256,1,1}","{64,32,256,1}",2048,64,32,1,256,256,,,,,,cpu-ggml,host,1.486
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,256,16,1}","{64,32,256,1}",2048,64,32,16,256,256,,,,,,cpu-ggml,host,1.518
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,2048,32,1}","{64,32,256,1}",2048,64,32,32,256,2048,,,,,,cpu-ggml,host,14.996
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,2048,1,1}","{64,32,256,1}",2048,64,32,1,256,2048,,,,,,cpu-ggml,host,13.801
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,2048,16,1}","{64,32,256,1}",2048,64,32,16,256,2048,,,,,,cpu-ggml,host,14.377
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,8192,32,1}","{64,32,256,1}",2048,64,32,32,256,8192,,,,,,cpu-ggml,host,58.811
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,8192,1,1}","{64,32,256,1}",2048,64,32,1,256,8192,,,,,,cpu-ggml,host,46.448
FLASH_ATTN_EXT,"Q{64,32,256,1}; KV{64,8192,16,1}","{64,32,256,1}",2048,64,32,16,256,8192,,,,,,cpu-ggml,host,47.675
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,256,32,1}","{64,32,1024,1}",2048,64,32,32,1024,256,,,,,,cpu-ggml,host,5.480
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,256,1,1}","{64,32,1024,1}",2048,64,32,1,1024,256,,,,,,cpu-ggml,host,6.539
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,256,16,1}","{64,32,1024,1}",2048,64,32,16,1024,256,,,,,,cpu-ggml,host,6.591
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,2048,32,1}","{64,32,1024,1}",2048,64,32,32,1024,2048,,,,,,cpu-ggml,host,55.066
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,2048,1,1}","{64,32,1024,1}",2048,64,32,1,1024,2048,,,,,,cpu-ggml,host,47.830
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,2048,16,1}","{64,32,1024,1}",2048,64,32,16,1024,2048,,,,,,cpu-ggml,host,60.987
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,8192,32,1}","{64,32,1024,1}",2048,64,32,32,1024,8192,,,,,,cpu-ggml,host,244.291
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,8192,1,1}","{64,32,1024,1}",2048,64,32,1,1024,8192,,,,,,cpu-ggml,host,264.565
FLASH_ATTN_EXT,"Q{64,32,1024,1}; KV{64,8192,16,1}","{64,32,1024,1}",2048,64,32,16,1024,8192,,,,,,cpu-ggml,host,237.661
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,256,8,1}","{512,8,4,1}",4096,512,8,8,4,256,,,,,,cpu-ggml,host,0.054
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,256,1,1}","{512,8,4,1}",4096,512,8,1,4,256,,,,,,cpu-ggml,host,0.058
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,256,4,1}","{512,8,4,1}",4096,512,8,4,4,256,,,,,,cpu-ggml,host,0.057
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,2048,8,1}","{512,8,4,1}",4096,512,8,8,4,2048,,,,,,cpu-ggml,host,0.378
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,2048,1,1}","{512,8,4,1}",4096,512,8,1,4,2048,,,,,,cpu-ggml,host,0.501
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,2048,4,1}","{512,8,4,1}",4096,512,8,4,4,2048,,,,,,cpu-ggml,host,0.528
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,8192,8,1}","{512,8,4,1}",4096,512,8,8,4,8192,,,,,,cpu-ggml,host,2.175
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,8192,1,1}","{512,8,4,1}",4096,512,8,1,4,8192,,,,,,cpu-ggml,host,1.687
FLASH_ATTN_EXT,"Q{512,8,4,1}; KV{512,8192,4,1}","{512,8,4,1}",4096,512,8,4,4,8192,,,,,,cpu-ggml,host,1.759
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,256,8,1}","{512,8,64,1}",4096,512,8,8,64,256,,,,,,cpu-ggml,host,0.891
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,256,1,1}","{512,8,64,1}",4096,512,8,1,64,256,,,,,,cpu-ggml,host,0.839
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,256,4,1}","{512,8,64,1}",4096,512,8,4,64,256,,,,,,cpu-ggml,host,0.917
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,2048,8,1}","{512,8,64,1}",4096,512,8,8,64,2048,,,,,,cpu-ggml,host,6.589
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,2048,1,1}","{512,8,64,1}",4096,512,8,1,64,2048,,,,,,cpu-ggml,host,6.516
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,2048,4,1}","{512,8,64,1}",4096,512,8,4,64,2048,,,,,,cpu-ggml,host,8.482
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,8192,8,1}","{512,8,64,1}",4096,512,8,8,64,8192,,,,,,cpu-ggml,host,27.507
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,8192,1,1}","{512,8,64,1}",4096,512,8,1,64,8192,,,,,,cpu-ggml,host,27.113
FLASH_ATTN_EXT,"Q{512,8,64,1}; KV{512,8192,4,1}","{512,8,64,1}",4096,512,8,4,64,8192,,,,,,cpu-ggml,host,30.395
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,256,8,1}","{512,8,256,1}",4096,512,8,8,256,256,,,,,,cpu-ggml,host,3.431
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,256,1,1}","{512,8,256,1}",4096,512,8,1,256,256,,,,,,cpu-ggml,host,3.502
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,256,4,1}","{512,8,256,1}",4096,512,8,4,256,256,,,,,,cpu-ggml,host,3.323
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,2048,8,1}","{512,8,256,1}",4096,512,8,8,256,2048,,,,,,cpu-ggml,host,21.929
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,2048,1,1}","{512,8,256,1}",4096,512,8,1,256,2048,,,,,,cpu-ggml,host,26.719
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,2048,4,1}","{512,8,256,1}",4096,512,8,4,256,2048,,,,,,cpu-ggml,host,22.266
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,8192,8,1}","{512,8,256,1}",4096,512,8,8,256,8192,,,,,,cpu-ggml,host,110.759
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,8192,1,1}","{512,8,256,1}",4096,512,8,1,256,8192,,,,,,cpu-ggml,host,88.346
FLASH_ATTN_EXT,"Q{512,8,256,1}; KV{512,8192,4,1}","{512,8,256,1}",4096,512,8,4,256,8192,,,,,,cpu-ggml,host,122.139
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,256,8,1}","{512,8,1024,1}",4096,512,8,8,1024,256,,,,,,cpu-ggml,host,14.930
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,256,1,1}","{512,8,1024,1}",4096,512,8,1,1024,256,,,,,,cpu-ggml,host,13.986
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,256,4,1}","{512,8,1024,1}",4096,512,8,4,1024,256,,,,,,cpu-ggml,host,13.220
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,2048,8,1}","{512,8,1024,1}",4096,512,8,8,1024,2048,,,,,,cpu-ggml,host,114.079
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,2048,1,1}","{512,8,1024,1}",4096,512,8,1,1024,2048,,,,,,cpu-ggml,host,75.726
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,2048,4,1}","{512,8,1024,1}",4096,512,8,4,1024,2048,,,,,,cpu-ggml,host,89.709
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,8192,8,1}","{512,8,1024,1}",4096,512,8,8,1024,8192,,,,,,cpu-ggml,host,419.915
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,8192,1,1}","{512,8,1024,1}",4096,512,8,1,1024,8192,,,,,,cpu-ggml,host,451.740
FLASH_ATTN_EXT,"Q{512,8,1024,1}; KV{512,8192,4,1}","{512,8,1024,1}",4096,512,8,4,1024,8192,,,,,,cpu-ggml,host,424.382
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,256,16,1}","{256,16,4,1}",4096,256,16,16,4,256,,,,,,cpu-ggml,host,0.045
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,256,1,1}","{256,16,4,1}",4096,256,16,1,4,256,,,,,,cpu-ggml,host,0.053
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,256,8,1}","{256,16,4,1}",4096,256,16,8,4,256,,,,,,cpu-ggml,host,0.049
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,2048,16,1}","{256,16,4,1}",4096,256,16,16,4,2048,,,,,,cpu-ggml,host,0.352
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,2048,1,1}","{256,16,4,1}",4096,256,16,1,4,2048,,,,,,cpu-ggml,host,0.440
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,2048,8,1}","{256,16,4,1}",4096,256,16,8,4,2048,,,,,,cpu-ggml,host,0.406
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,8192,16,1}","{256,16,4,1}",4096,256,16,16,4,8192,,,,,,cpu-ggml,host,1.979
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,8192,1,1}","{256,16,4,1}",4096,256,16,1,4,8192,,,,,,cpu-ggml,host,1.845
FLASH_ATTN_EXT,"Q{256,16,4,1}; KV{256,8192,8,1}","{256,16,4,1}",4096,256,16,8,4,8192,,,,,,cpu-ggml,host,1.863
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,256,16,1}","{256,16,64,1}",4096,256,16,16,64,256,,,,,,cpu-ggml,host,0.879
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,256,1,1}","{256,16,64,1}",4096,256,16,1,64,256,,,,,,cpu-ggml,host,0.733
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,256,8,1}","{256,16,64,1}",4096,256,16,8,64,256,,,,,,cpu-ggml,host,0.721
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,2048,16,1}","{256,16,64,1}",4096,256,16,16,64,2048,,,,,,cpu-ggml,host,5.230
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,2048,1,1}","{256,16,64,1}",4096,256,16,1,64,2048,,,,,,cpu-ggml,host,9.609
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,2048,8,1}","{256,16,64,1}",4096,256,16,8,64,2048,,,,,,cpu-ggml,host,5.624
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,8192,16,1}","{256,16,64,1}",4096,256,16,16,64,8192,,,,,,cpu-ggml,host,25.999
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,8192,1,1}","{256,16,64,1}",4096,256,16,1,64,8192,,,,,,cpu-ggml,host,25.392
FLASH_ATTN_EXT,"Q{256,16,64,1}; KV{256,8192,8,1}","{256,16,64,1}",4096,256,16,8,64,8192,,,,,,cpu-ggml,host,25.712
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,256,16,1}","{256,16,256,1}",4096,256,16,16,256,256,,,,,,cpu-ggml,host,3.061
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,256,1,1}","{256,16,256,1}",4096,256,16,1,256,256,,,,,,cpu-ggml,host,2.415
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,256,8,1}","{256,16,256,1}",4096,256,16,8,256,256,,,,,,cpu-ggml,host,2.853
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,2048,16,1}","{256,16,256,1}",4096,256,16,16,256,2048,,,,,,cpu-ggml,host,21.244
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,2048,1,1}","{256,16,256,1}",4096,256,16,1,256,2048,,,,,,cpu-ggml,host,26.333
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,2048,8,1}","{256,16,256,1}",4096,256,16,8,256,2048,,,,,,cpu-ggml,host,24.089
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,8192,16,1}","{256,16,256,1}",4096,256,16,16,256,8192,,,,,,cpu-ggml,host,96.306
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,8192,1,1}","{256,16,256,1}",4096,256,16,1,256,8192,,,,,,cpu-ggml,host,110.851
FLASH_ATTN_EXT,"Q{256,16,256,1}; KV{256,8192,8,1}","{256,16,256,1}",4096,256,16,8,256,8192,,,,,,cpu-ggml,host,97.988
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,256,16,1}","{256,16,1024,1}",4096,256,16,16,1024,256,,,,,,cpu-ggml,host,15.298
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,256,1,1}","{256,16,1024,1}",4096,256,16,1,1024,256,,,,,,cpu-ggml,host,12.644
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,256,8,1}","{256,16,1024,1}",4096,256,16,8,1024,256,,,,,,cpu-ggml,host,13.875
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,2048,16,1}","{256,16,1024,1}",4096,256,16,16,1024,2048,,,,,,cpu-ggml,host,86.029
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,2048,1,1}","{256,16,1024,1}",4096,256,16,1,1024,2048,,,,,,cpu-ggml,host,117.954
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,2048,8,1}","{256,16,1024,1}",4096,256,16,8,1024,2048,,,,,,cpu-ggml,host,100.848
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,8192,16,1}","{256,16,1024,1}",4096,256,16,16,1024,8192,,,,,,cpu-ggml,host,455.831
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,8192,1,1}","{256,16,1024,1}",4096,256,16,1,1024,8192,,,,,,cpu-ggml,host,450.757
FLASH_ATTN_EXT,"Q{256,16,1024,1}; KV{256,8192,8,1}","{256,16,1024,1}",4096,256,16,8,1024,8192,,,,,,cpu-ggml,host,418.323
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,256,32,1}","{128,32,4,1}",4096,128,32,32,4,256,,,,,,cpu-ggml,host,0.054
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,256,1,1}","{128,32,4,1}",4096,128,32,1,4,256,,,,,,cpu-ggml,host,0.049
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,256,16,1}","{128,32,4,1}",4096,128,32,16,4,256,,,,,,cpu-ggml,host,0.063
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,2048,32,1}","{128,32,4,1}",4096,128,32,32,4,2048,,,,,,cpu-ggml,host,0.478
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,2048,1,1}","{128,32,4,1}",4096,128,32,1,4,2048,,,,,,cpu-ggml,host,0.450
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,2048,16,1}","{128,32,4,1}",4096,128,32,16,4,2048,,,,,,cpu-ggml,host,0.345
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,8192,32,1}","{128,32,4,1}",4096,128,32,32,4,8192,,,,,,cpu-ggml,host,1.401
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,8192,1,1}","{128,32,4,1}",4096,128,32,1,4,8192,,,,,,cpu-ggml,host,1.511
FLASH_ATTN_EXT,"Q{128,32,4,1}; KV{128,8192,16,1}","{128,32,4,1}",4096,128,32,16,4,8192,,,,,,cpu-ggml,host,1.616
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,256,32,1}","{128,32,64,1}",4096,128,32,32,64,256,,,,,,cpu-ggml,host,0.895
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,256,1,1}","{128,32,64,1}",4096,128,32,1,64,256,,,,,,cpu-ggml,host,0.726
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,256,16,1}","{128,32,64,1}",4096,128,32,16,64,256,,,,,,cpu-ggml,host,0.987
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,2048,32,1}","{128,32,64,1}",4096,128,32,32,64,2048,,,,,,cpu-ggml,host,6.715
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,2048,1,1}","{128,32,64,1}",4096,128,32,1,64,2048,,,,,,cpu-ggml,host,4.685
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,2048,16,1}","{128,32,64,1}",4096,128,32,16,64,2048,,,,,,cpu-ggml,host,6.232
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,8192,32,1}","{128,32,64,1}",4096,128,32,32,64,8192,,,,,,cpu-ggml,host,16.434
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,8192,1,1}","{128,32,64,1}",4096,128,32,1,64,8192,,,,,,cpu-ggml,host,23.817
FLASH_ATTN_EXT,"Q{128,32,64,1}; KV{128,8192,16,1}","{128,32,64,1}",4096,128,32,16,64,8192,,,,,,cpu-ggml,host,24.632
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,256,32,1}","{128,32,256,1}",4096,128,32,32,256,256,,,,,,cpu-ggml,host,3.048
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,256,1,1}","{128,32,256,1}",4096,128,32,1,256,256,,,,,,cpu-ggml,host,3.192
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,256,16,1}","{128,32,256,1}",4096,128,32,16,256,256,,,,,,cpu-ggml,host,3.157
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,2048,32,1}","{128,32,256,1}",4096,128,32,32,256,2048,,,,,,cpu-ggml,host,24.453
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,2048,1,1}","{128,32,256,1}",4096,128,32,1,256,2048,,,,,,cpu-ggml,host,32.893
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,2048,16,1}","{128,32,256,1}",4096,128,32,16,256,2048,,,,,,cpu-ggml,host,31.735
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,8192,32,1}","{128,32,256,1}",4096,128,32,32,256,8192,,,,,,cpu-ggml,host,88.984
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,8192,1,1}","{128,32,256,1}",4096,128,32,1,256,8192,,,,,,cpu-ggml,host,127.570
FLASH_ATTN_EXT,"Q{128,32,256,1}; KV{128,8192,16,1}","{128,32,256,1}",4096,128,32,16,256,8192,,,,,,cpu-ggml,host,81.260
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,256,32,1}","{128,32,1024,1}",4096,128,32,32,1024,256,,,,,,cpu-ggml,host,11.782
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,256,1,1}","{128,32,1024,1}",4096,128,32,1,1024,256,,,,,,cpu-ggml,host,16.492
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,256,16,1}","{128,32,1024,1}",4096,128,32,16,1024,256,,,,,,cpu-ggml,host,8.913
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,2048,32,1}","{128,32,1024,1}",4096,128,32,32,1024,2048,,,,,,cpu-ggml,host,116.632
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,2048,1,1}","{128,32,1024,1}",4096,128,32,1,1024,2048,,,,,,cpu-ggml,host,87.185
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,2048,16,1}","{128,32,1024,1}",4096,128,32,16,1024,2048,,,,,,cpu-ggml,host,105.055
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,8192,32,1}","{128,32,1024,1}",4096,128,32,32,1024,8192,,,,,,cpu-ggml,host,417.887
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,8192,1,1}","{128,32,1024,1}",4096,128,32,1,1024,8192,,,,,,cpu-ggml,host,538.838
FLASH_ATTN_EXT,"Q{128,32,1024,1}; KV{128,8192,16,1}","{128,32,1024,1}",4096,128,32,16,1024,8192,,,,,,cpu-ggml,host,377.274
