cpu_load_percent,baseline_tok_s,scheduled_tok_s,baseline_ms,scheduled_ms,speedup,baseline_stdev,scheduled_stdev
0,30.164600000000004,33.679300000000005,33.20706666666666,29.6939,1.116517374670972,1.4925184052466487,0.3465468078052352
20,28.735699999999998,34.30356666666666,34.8285,29.151600000000002,1.1937613027233256,1.0048718176961675,0.08803387605537934
50,29.62953333333333,33.70053333333333,33.800066666666666,29.683233333333334,1.137396696539264,1.3778643486691038,0.7579577978577249
80,0.15568966666666664,0.15852833333333333,6424.639999999999,6308.366666666666,1.0182328521053636,0.0029893854440893575,0.0014278922695124259
100,0.16420066666666666,0.16607833333333333,6090.136666666666,6021.306666666666,1.011435195147401,0.00047980864241209175,0.0005529324853301067
