load_workers,policy,runs,decode_tok_s_mean,decode_tok_s_stdev,generation_decode_ms_mean,speedup_vs_same_load_baseline
4,alternate_0.75,3,0.15852833333333333,0.0014278922695124259,6308.366666666666,1.0182328521053636
4,baseline,3,0.15568966666666664,0.0029893854440893575,6424.639999999999,1.0
