truncation_rate,kept_rank_fraction,runs,decode_tps_mean,decode_tps_stdev,decode_tps_min,decode_tps_max,e2e_tps_mean,decode_sec_mean,speedup_vs_full_rank
0.0,1.0,3,30.538700000000002,0.5356144228827303,29.9651,31.0258,30.23353333333333,0.78605,1.0
0.1,0.9,3,31.852433333333334,0.33957398801046984,31.5311,32.2077,31.524866666666668,0.7535310000000001,1.0430186397369021
0.2,0.8,3,33.01333333333333,0.4137117998478334,32.5532,33.3546,32.657399999999996,0.7270553333333334,1.0810327005842857
0.3,0.7,3,33.70956666666667,0.29281537414100023,33.4899,34.042,33.33456666666667,0.7119996666666667,1.1038310951896009
0.4,0.6,3,35.469366666666666,0.15367121829846034,35.2958,35.5881,35.06013333333333,0.6766493333333333,1.1614563379144058
0.5,0.5,3,35.84393333333333,0.6089160560646548,35.4188,36.5415,35.4111,0.6696966666666667,1.1737216493607563
0.6,0.4,3,36.02826666666667,1.7498997866544628,34.0117,37.1472,35.60823333333334,0.6672226666666666,1.1797577063420075
0.7,0.30000000000000004,3,36.13453333333333,1.0917187931575294,34.9345,37.0689,35.70513333333333,0.6645926666666667,1.1832374440736944
0.8,0.19999999999999996,3,40.483399999999996,0.43699758580569026,40.1427,40.9761,39.946866666666665,0.592882,1.3256425453604768
