model,train_rows,test_rows,train_mae_ms,train_median_ae_ms,train_mape,train_median_ape,train_p90_ape,train_max_ape,train_r2,test_mae_ms,test_median_ae_ms,test_mape,test_median_ape,test_p90_ape,test_max_ape,test_r2
dummy_median,123,41,132.17019715447154,8.351999999999975,0.9505651047757456,0.05084281461730906,3.220416339072504,3.905735770695026,-0.00401904777069273,60.133759756097554,7.635999999999996,0.5067829298304041,0.0466876585857968,0.8981988178791218,3.2602565678921267,-6.730656594777784e-05
ridge_log,123,41,55.73340452220309,11.260857464944493,0.18379972310382456,0.12989495612291543,0.28256150280281855,3.312507499647426,0.6839318111240158,85.70618995465556,17.105328421817916,0.7434479098364801,0.11555864135030719,0.43406667636440405,23.0378975013393,-2.0158157695856556
extra_trees_log,123,41,1.1099197441891614e-12,7.105427357601002e-13,6.044641809620666e-15,6.1214859421927e-15,1.012679595709874e-14,1.3624109723126041e-14,1.0,31.473961077564837,4.001925185255104,0.11802785600675149,0.02985831610877873,0.18246591691151762,2.073626122958194,0.40951737520323594
