load_workers,policy,runs,decode_tok_s_mean,decode_tok_s_stdev,generation_decode_ms_mean,speedup_vs_same_load_baseline
0,alternate_0.75,3,33.720333333333336,1.4991258930901485,29.695800000000002,1.1073540454803195
0,baseline,3,30.45126666666667,0.9037526726562598,32.85886666666667,1.0
4,alternate_0.75,3,34.29816666666667,0.42194255928186947,29.159000000000002,1.1220835446212902
4,baseline,3,30.5665,0.8414804156960516,32.7319,1.0
