cpu_load,policy,runs,decode_tok_s_mean,decode_tok_s_stdev,generation_decode_ms_mean,speedup_vs_no_timeout,generated_text_match_rate,top1_match_rate
20,timeout_budget_0,3,31.745833333333334,0.0972054182303301,31.5004,1.0,1.0,1.0
20,timeout_budget_16,3,23.035153333333337,15.587131895718768,86.97770000000001,0.7256118650741569,1.0,1.0
20,timeout_budget_2,3,32.3662,0.5578276705220014,30.902600000000003,1.0195416721354509,1.0,1.0
20,timeout_budget_8,3,31.9154,0.888948463073085,31.349266666666665,1.0053413833836462,1.0,1.0
50,timeout_budget_0,3,31.823566666666668,0.7557472880092495,31.435233333333333,1.0,1.0,1.0
50,timeout_budget_16,3,21.929616666666664,16.118954242935033,121.14353333333334,0.689099901854705,1.0,1.0
50,timeout_budget_2,3,31.7082,0.6871747012223295,31.547433333333334,0.9963748039974568,1.0,1.0
50,timeout_budget_8,3,31.83536666666667,0.4405310242574652,31.415566666666667,1.0003707943903208,1.0,1.0
