load_pct,policy,runs,tok_s_mean,decode_ms_mean,speedup_vs_baseline_no_svd
0,baseline_no_svd,2,32.704499999999996,30.57765,1.0
0,model_schedule,2,32.704499999999996,30.57765,1.0
