load_workers,policy,runs,decode_tok_s_mean,decode_tok_s_stdev,generation_decode_ms_mean,speedup_vs_same_load_baseline
4,alternate_0.75,3,33.402766666666665,1.475669611848578,29.977533333333337,1.154212873590756
4,baseline,3,28.939866666666664,1.191797912119892,34.592666666666666,1.0
